# Geant4→SSD 信号模拟 — noscratch — 每事件一行
# event_id  n_hits  r_mm  z_mm  edep_keV  emeas_keV
1836  8  14.468  9.28  122.0  122.0
1837  13  10.367  5.984  122.0  122.0
1838  8  3.006  0.292  122.0  122.0
1839  9  14.791  4.086  122.0  122.0
1840  5  6.924  1.993  121.9999  121.9999
1841  8  14.005  0.349  122.0  122.0
1845  9  5.069  7.245  121.9999  121.9999
1847  8  12.099  2.583  122.0001  122.0001
1848  15  9.311  8.259  122.0  122.0
1852  5  6.437  3.656  122.0  122.0
1854  5  13.12  0.607  122.0001  122.0001
1856  7  3.426  1.021  122.0  122.0
1860  5  11.52  0.351  121.9999  121.9999
1865  8  12.022  2.331  122.0001  122.0001
1867  10  6.725  2.281  122.0  122.0
1869  12  13.443  4.278  122.0  122.0
1870  13  9.157  5.04  122.0  122.0
1871  5  12.351  8.813  122.0  122.0
1873  4  6.266  0.15  71.7728  71.7729
1875  6  12.679  4.593  122.0001  122.0001
1876  4  12.927  2.909  122.0001  122.0001
1877  6  8.752  3.827  122.0  122.0
1878  8  14.786  7.189  122.0  122.0
1879  5  6.884  0.159  122.0  122.0
1880  5  12.394  4.327  122.0  122.0
1883  12  9.211  0.852  122.0  122.0
1884  6  11.16  3.998  122.0  122.0
1885  13  6.037  1.493  122.0001  122.0001
1887  8  3.723  1.727  122.0  122.0
1888  9  10.015  3.612  122.0  122.0
1894  8  2.58  3.539  122.0  122.0001
1896  5  14.055  3.967  122.0001  122.0001
1897  8  13.284  1.665  121.9999  121.9999
1899  5  3.445  4.602  122.0  122.0
1900  7  10.265  8.095  122.0  122.0
1901  4  8.662  1.737  122.0001  122.0001
1903  6  5.268  2.905  122.0  122.0
1905  6  14.705  5.33  122.0  122.0
1906  9  1.683  1.503  122.0  122.0
1908  8  14.788  5.739  122.0  122.0
1909  8  3.109  2.734  122.0  122.0
1910  8  8.471  1.55  122.0  122.0
1914  8  4.064  5.911  122.0  122.0
1916  5  14.008  2.652  122.0  122.0
1917  9  13.795  0.931  122.0  122.0
1918  8  8.079  0.674  122.0  122.0
1919  5  14.088  3.922  121.9999  121.9999
1921  5  8.157  3.753  121.9999  121.9999
1922  5  14.248  1.391  121.9999  121.9999
1923  9  10.848  0.554  122.0001  122.0001
1924  3  14.8  0.53  36.4593  36.4445
1925  9  14.797  1.016  36.8431  35.7624
1927  8  12.071  7.18  122.0  122.0
1928  9  13.898  1.34  122.0  122.0
1929  5  11.105  2.639  122.0  122.0
1930  4  5.507  3.207  122.0  122.0
1932  8  6.822  0.662  122.0001  122.0001
1934  9  11.782  5.67  122.0001  122.0001
1935  3  4.2  0.754  38.3661  38.3661
1936  9  8.754  0.995  122.0001  122.0001
1937  6  12.586  6.427  121.9999  121.9999
1938  9  14.164  2.303  122.0  122.0
1939  5  8.13  4.224  121.9999  121.9999
1940  3  8.577  0.15  23.3789  23.3789
1941  6  13.25  1.54  122.0  122.0
1942  5  9.084  2.028  122.0  122.0
1943  8  4.794  1.785  122.0  122.0
1944  10  11.802  1.293  122.0  122.0001
1945  6  7.17  0.85  122.0  122.0
1946  8  11.986  0.163  122.0  122.0
1947  8  0.636  7.559  122.0001  122.0001
1949  6  11.65  4.966  121.9999  121.9999
1951  8  14.293  1.665  122.0001  122.0001
1952  6  14.565  6.413  122.0001  122.0001
1953  10  13.481  3.127  122.0  122.0
1954  9  12.39  1.016  122.0  122.0
1956  4  7.59  0.765  122.0  122.0
1957  9  12.47  4.912  122.0  122.0
1958  9  10.876  8.263  122.0  122.0
1959  6  13.235  9.667  122.0  121.9506
1961  8  12.255  2.78  122.0  122.0
1963  3  3.475  9.8  9.0436  9.0436
1964  9  11.731  2.317  122.0  122.0
1965  9  14.014  8.324  122.0  122.0
1967  5  7.783  0.15  122.0  122.0
1968  8  9.714  6.139  121.9999  121.9999
1969  5  10.474  1.474  122.0001  122.0001
1974  9  7.224  1.105  122.0  122.0
1976  7  8.124  1.087  121.9999  121.9999
1977  3  6.929  1.25  33.927  33.927
1978  5  9.23  0.698  122.0  122.0
1979  11  12.02  0.15  122.0001  122.0001
1980  5  10.616  3.921  121.9999  121.9999
1982  5  3.12  0.727  121.9999  121.9999
1984  6  4.439  1.092  122.0001  122.0001
1985  6  14.452  1.224  122.0  122.0
1986  3  13.856  1.508  30.3475  30.3475
1988  5  4.559  6.205  122.0  122.0
1990  6  12.676  0.857  122.0001  122.0001
1992  13  4.866  0.71  122.0001  122.0001
1994  8  4.754  3.089  121.9999  121.9999
1995  3  13.879  4.882  17.5207  17.5207
1996  8  11.321  0.366  122.0  122.0
1997  9  12.605  0.982  122.0  122.0001
1998  8  11.601  2.419  121.9999  121.9999
1999  5  8.442  7.393  122.0  122.0
2002  8  13.486  4.21  122.0  122.0
2003  9  13.69  0.574  122.0  121.8706
2004  8  11.857  3.314  121.9999  122.0
2006  8  11.057  1.696  122.0  122.0
2007  8  6.365  2.859  122.0  122.0
2009  8  10.632  8.071  122.0001  122.0001
2011  5  13.452  6.059  122.0  122.0
2012  16  11.814  0.297  122.0  122.0
2013  6  9.207  9.514  122.0  121.4569
2014  8  9.629  5.183  122.0  122.0
2016  11  5.541  9.018  122.0  122.0
2017  5  11.876  5.904  122.0  122.0
2020  5  5.086  9.078  122.0  122.0
2021  5  13.187  4.693  122.0  122.0
2022  8  2.693  0.887  122.0  122.0
2024  6  11.112  5.496  122.0  122.0
2025  8  2.207  6.638  122.0  122.0
2026  7  9.487  3.674  122.0  122.0
2027  5  13.0  1.538  122.0  122.0
2028  8  10.371  2.965  122.0001  122.0001
2029  11  5.313  0.571  121.9999  121.9999
2030  5  10.858  4.409  122.0  122.0
2032  8  4.072  3.005  122.0  122.0
2034  8  1.667  2.545  121.9999  121.9999
2036  5  12.246  0.856  15.9006  15.9006
2037  5  4.586  0.575  122.0  122.0
2038  7  4.508  1.999  122.0  122.0
2039  3  13.908  8.743  13.8864  13.8864
2040  6  9.776  0.933  122.0  122.0
2041  9  4.087  4.419  122.0  122.0
2043  8  8.973  4.881  122.0  122.0
2046  10  9.837  6.667  122.0  122.0
2047  8  14.611  7.133  122.0  122.0
2049  14  12.557  3.303  122.0  122.0
2050  9  13.053  3.89  122.0  122.0
2051  5  5.058  6.12  122.0  122.0
2052  5  3.768  6.466  122.0  122.0
2053  4  6.321  4.583  122.0  122.0
2054  5  10.203  0.802  122.0  122.0001
2055  9  11.476  0.528  122.0  122.0
2058  6  12.01  0.596  121.9999  121.9999
2060  9  11.452  2.571  122.0  122.0
2062  8  13.856  1.778  122.0  122.0
2063  6  14.402  3.615  122.0  122.0001
2064  9  11.614  7.71  122.0  122.0
2065  9  14.774  2.058  122.0  122.0
2066  6  6.523  6.648  122.0  122.0
2067  3  0.844  0.32  15.437  15.437
2068  16  13.59  2.45  121.9999  121.9999
2069  5  11.153  0.219  122.0  122.0
2071  9  8.132  0.748  122.0  122.0
2074  7  12.854  3.549  121.9999  121.9999
2075  5  9.138  1.316  122.0  122.0001
2076  4  11.865  0.404  122.0001  122.0001
2077  5  12.876  6.496  121.9999  121.9999
2079  8  11.193  4.531  122.0  122.0
2080  3  6.83  0.577  34.3489  34.3489
2081  6  7.422  0.221  122.0  122.0
2082  7  4.059  8.341  122.0  122.0
2083  8  10.447  5.588  122.0  122.0
2084  9  8.518  3.74  121.9999  121.9999
2085  6  8.038  0.167  51.4985  51.4985
2086  10  14.383  0.885  121.9999  122.0
2088  8  12.971  3.78  122.0  122.0
2089  5  9.866  0.15  122.0  122.0
2090  9  11.478  0.244  122.0  122.0
2091  6  9.404  1.645  122.0  122.0
2093  6  10.886  1.933  122.0  122.0
2094  8  9.193  0.771  122.0  122.0
2095  5  4.805  2.362  122.0  122.0
2097  8  7.639  5.629  122.0  122.0
2099  3  9.923  6.79  11.4502  11.4502
2100  6  13.337  7.165  122.0  122.0
2101  13  14.055  2.478  122.0  122.0
2103  5  9.824  2.155  122.0001  122.0001
2104  8  12.821  4.418  122.0001  122.0001
2105  13  12.215  5.253  122.0  122.0
2108  8  6.142  6.206  122.0  122.0
2109  6  13.631  5.593  122.0  122.0
2110  8  11.629  4.699  122.0  122.0001
2112  13  12.52  3.668  121.9999  121.9999
2113  6  12.588  3.417  122.0  122.0
2118  8  7.011  4.622  122.0  122.0
2119  6  2.957  1.779  122.0  122.0
2121  3  10.381  0.653  30.2265  30.2265
2122  8  11.044  1.123  122.0  122.0
2123  5  13.532  0.356  121.9999  121.9999
2127  8  3.076  0.15  122.0  122.0
2131  9  11.329  0.726  121.9999  121.9999
2132  8  12.791  2.296  122.0  122.0
2134  6  12.003  2.84  122.0  122.0
2135  11  12.119  7.645  122.0  122.0
2137  15  11.594  2.067  122.0  122.0
2138  4  6.493  1.765  122.0  122.0
2139  8  7.65  0.953  122.0001  122.0001
2140  9  12.095  0.505  122.0  122.0
2141  9  5.492  2.302  122.0  122.0
2142  10  14.617  3.648  122.0  122.0
2143  5  13.251  5.198  122.0  122.0
2144  8  9.384  6.711  122.0  122.0
2145  10  9.196  3.301  121.9999  121.9999
2146  11  2.534  1.489  122.0  122.0
2147  8  8.855  2.22  122.0  122.0001
2148  6  12.145  4.141  122.0  122.0
2150  8  11.296  4.121  122.0  122.0
2151  8  4.937  5.164  122.0  122.0001
2153  5  12.877  3.589  122.0  122.0
2155  8  10.317  0.313  122.0  122.0
2156  6  14.731  3.052  45.077  45.077
2157  9  9.254  1.711  122.0001  122.0001
2158  8  12.496  4.991  122.0001  122.0001
2159  8  14.705  6.763  122.0001  122.0001
2160  8  6.99  1.851  121.9999  121.9999
2161  9  11.092  1.476  121.9999  121.9999
2162  8  12.776  2.194  122.0  122.0
2163  2  11.753  0.368  4.5051  4.5051
2164  3  12.482  1.728  35.0114  35.0114
2165  6  13.283  7.877  122.0001  122.0001
2167  5  13.505  2.917  122.0  122.0
2168  4  9.98  2.322  122.0  122.0
2169  9  11.177  3.966  121.9999  121.9999
2170  8  9.518  4.075  122.0  122.0
2172  5  6.895  1.847  122.0  122.0
2173  8  14.542  3.046  122.0  122.0
2175  6  2.78  3.309  122.0  122.0
2176  17  6.517  5.863  122.0  122.0
2177  8  11.924  5.583  122.0  122.0
2178  5  12.459  0.15  122.0  122.0
2179  11  5.249  6.383  122.0  122.0
2182  5  14.721  4.126  122.0  122.0
2183  13  9.206  7.537  122.0  122.0
2184  11  14.336  1.686  122.0  122.0
2185  3  12.778  0.638  31.5408  31.5408
2186  3  7.116  0.427  39.7596  39.7596
2188  8  9.328  2.83  122.0  122.0
2189  10  12.041  7.971  122.0001  122.0001
2190  6  10.3  1.066  121.9999  121.9999
2192  5  12.647  0.15  121.9999  121.9999
2195  5  11.107  0.155  122.0  122.0
2196  7  14.468  7.541  121.9999  122.0
2198  3  14.775  8.064  10.8401  10.8401
2200  8  4.336  5.889  122.0  122.0
2201  11  7.989  1.397  122.0  122.0
2202  8  13.651  0.568  122.0  122.0001
2203  5  14.547  1.745  122.0  122.0
2206  6  4.223  1.733  122.0001  122.0001
2209  5  12.864  3.578  122.0001  122.0001
2210  8  13.99  1.339  122.0  122.0
2213  6  13.668  9.196  122.0  120.7958
2214  6  14.431  0.15  122.0  122.0
2215  8  9.15  4.802  122.0  122.0
2216  5  14.763  2.141  122.0  122.0
2218  9  6.462  7.594  122.0  122.0
2220  8  10.841  3.111  122.0  122.0
2222  11  11.306  8.539  121.9999  122.0
2223  8  11.412  4.955  122.0  122.0
2226  8  12.016  2.367  122.0  122.0
2228  11  13.996  0.903  122.0001  122.0001
2229  5  7.679  0.446  122.0  122.0
2230  6  10.876  4.043  122.0  122.0
2231  5  6.378  3.163  121.9999  121.9999
2232  8  10.315  4.668  121.9999  121.9999
2233  8  10.686  1.15  121.9999  121.9999
2234  5  12.541  2.948  122.0  122.0001
2235  11  7.583  5.894  122.0001  122.0001
2237  9  5.826  4.824  122.0001  122.0001
2239  11  3.147  1.306  122.0  122.0
2241  8  10.136  0.807  122.0  122.0
2242  9  12.476  1.646  122.0  122.0
2243  9  7.615  4.379  122.0  122.0
2245  8  2.643  1.447  122.0001  122.0001
2246  9  6.009  1.886  121.9999  122.0
2247  5  6.934  3.363  122.0  122.0
2248  8  3.268  6.409  122.0  122.0
2250  10  4.183  1.76  122.0  122.0
2251  10  11.19  3.761  121.9999  121.9999
2254  8  5.615  5.858  121.9999  121.9999
2255  3  12.626  0.234  20.7  20.7
2256  5  13.3  0.769  122.0  122.0
2258  8  13.786  2.292  122.0  122.0
2260  8  5.378  8.018  3.3431  3.3431
2261  10  11.05  2.812  122.0001  122.0001
2262  8  10.482  5.243  122.0  122.0
2263  6  5.714  0.973  122.0001  122.0001
2264  6  11.771  5.96  122.0  122.0
2267  8  13.467  5.351  122.0  122.0
2268  6  11.672  2.06  122.0  122.0
2269  11  9.08  6.485  122.0001  122.0001
2270  3  5.353  9.035  19.6549  19.6549
2271  14  11.239  3.18  122.0  122.0
2272  3  12.424  5.736  25.0566  25.0566
2273  7  12.276  1.588  122.0  122.0
2274  13  4.285  6.37  122.0  122.0
2276  3  14.32  1.092  3.3705  3.3705
2280  8  7.548  0.482  122.0  122.0
2281  8  10.943  3.9  122.0  122.0
2282  6  7.644  0.15  122.0  122.0
2283  8  6.667  6.063  122.0  122.0
2287  6  10.159  1.852  122.0  122.0001
2288  6  13.258  4.959  122.0001  122.0001
2289  8  9.181  1.644  122.0  122.0001
2290  5  6.076  6.14  122.0  122.0001
2291  7  10.913  5.608  122.0  122.0
2292  11  4.163  0.649  122.0  122.0
2293  8  5.343  0.512  121.9999  121.9999
2294  8  6.86  1.253  121.9999  121.9999
2295  8  14.59  0.67  122.0  122.0
2296  7  14.637  1.076  122.0001  122.0001
2297  11  2.801  2.591  122.0  122.0
2299  9  13.619  0.15  122.0  122.0
2300  10  5.629  2.497  122.0  122.0
2301  7  8.8  3.211  122.0  122.0
2302  5  14.778  8.085  122.0  122.0
2303  7  11.707  1.635  122.0  122.0
2304  14  8.048  0.49  122.0  122.0
2305  10  2.395  1.04  122.0  122.0
2306  5  11.163  1.458  122.0  122.0
2307  5  14.15  0.372  122.0001  122.0001
2308  5  9.382  3.448  122.0  122.0
2309  8  6.751  1.523  122.0  122.0
2310  6  10.279  0.361  121.9999  121.9999
2311  8  14.799  4.335  122.0  122.0001
2312  10  12.047  3.442  122.0001  122.0001
2313  6  13.016  2.318  122.0  122.0
2314  9  4.059  0.221  122.0  122.0
2315  14  8.227  6.8  122.0  122.0
2316  5  13.375  1.77  122.0  122.0
2317  8  10.808  2.631  122.0  122.0
2318  5  14.658  4.213  122.0  122.0
2319  8  13.631  2.038  122.0  122.0
2320  7  13.9  5.494  122.0001  122.0001
2321  8  5.571  5.23  122.0  122.0
2323  8  11.192  1.763  122.0  122.0
2325  9  7.28  0.946  122.0001  122.0001
2326  8  14.763  0.472  121.9999  122.0
2328  10  10.753  1.282  122.0  122.0
2329  5  11.368  5.629  122.0  122.0
2332  3  6.31  3.715  2.6693  2.6693
2333  12  6.437  6.884  122.0  122.0
2339  7  4.369  0.842  122.0  122.0
2340  4  12.707  0.657  121.9999  121.9999
2341  8  8.424  6.799  121.9999  121.9999
2342  6  11.93  7.787  122.0001  122.0001
2343  5  11.507  4.208  122.0  122.0
2345  8  1.386  2.006  121.9999  121.9999
2347  9  5.634  4.883  122.0  122.0
2348  8  11.689  6.632  122.0  122.0
2350  8  4.263  0.639  121.9999  121.9999
2351  5  11.137  1.697  122.0  122.0
2352  5  13.835  2.058  122.0  122.0
2353  9  7.797  0.545  121.9999  121.9999
2354  8  8.284  6.249  122.0  122.0
2355  6  8.231  1.33  122.0  122.0
2356  3  11.481  0.233  19.014  19.014
2358  9  7.391  2.591  122.0  122.0
2359  11  7.128  2.597  121.9999  121.9999
2360  6  7.38  8.884  121.9999  121.9999
2361  7  14.655  8.834  121.9999  121.9698
2362  5  12.866  0.51  121.9999  121.9999
2363  5  13.323  1.97  122.0  122.0
2364  11  6.579  0.853  122.0  122.0
2366  9  8.579  3.698  122.0  122.0
2367  8  13.467  2.15  122.0  122.0
2368  3  12.131  9.3  27.8508  27.8508
2369  4  4.57  0.629  121.9999  121.9999
2371  3  13.661  0.486  6.2698  6.2698
2372  8  8.424  5.117  122.0  122.0
2374  8  14.102  6.014  122.0  122.0
2377  8  12.052  6.868  122.0  122.0
2378  5  13.239  5.991  122.0  122.0001
2379  7  13.162  0.439  122.0  122.0
2380  7  9.763  1.932  122.0  122.0
2381  7  11.8  0.51  122.0  122.0
2382  8  10.036  4.887  121.9999  121.9999
2383  5  9.951  8.181  122.0  122.0001
2385  3  7.025  0.83  38.1477  38.1477
2386  10  3.912  4.203  122.0  122.0
2387  3  8.14  7.955  1.6973  1.6973
2388  4  11.504  7.393  121.9999  121.9999
2390  8  10.383  2.572  122.0001  122.0001
2392  6  14.523  1.92  51.4225  51.4225
2393  8  8.494  0.576  121.9999  122.0
2394  11  6.294  7.212  121.9999  121.9999
2395  8  5.912  0.87  122.0  122.0
2396  3  11.681  0.15  30.1747  30.1747
2398  5  14.194  5.371  122.0001  122.0001
2400  5  11.807  9.003  122.0  122.0
2401  13  6.23  5.386  122.0  122.0
2402  9  13.281  4.373  122.0  122.0
2403  8  8.693  6.099  122.0001  122.0001
2404  3  14.155  3.586  14.2302  14.2302
2407  11  11.856  5.676  121.9999  121.9999
2408  9  5.038  0.229  122.0  122.0
2409  8  6.995  2.691  122.0  122.0
2411  8  7.409  0.21  121.9999  122.0
2413  9  8.653  7.17  122.0  122.0
2415  3  10.605  0.317  35.4091  35.4091
2416  8  12.812  0.49  122.0  122.0
2417  3  14.752  4.877  7.5964  7.5964
2419  6  7.865  2.318  122.0  122.0
2421  8  11.351  5.852  122.0  122.0
2424  6  10.919  0.605  122.0  122.0
2425  10  8.413  4.794  122.0  122.0
2426  8  8.371  9.796  122.0  122.0
2427  11  8.169  8.677  121.9999  121.9999
2428  5  5.926  6.352  122.0001  122.0001
2429  5  11.728  0.15  121.9999  121.9999
2430  3  14.799  0.813  8.2417  8.2417
2431  8  13.662  3.116  121.9999  121.9999
2432  5  2.345  3.949  122.0  122.0
2433  7  8.752  1.088  122.0  122.0
2434  13  9.405  4.299  122.0001  122.0001
2435  6  13.034  3.846  122.0  122.0
2437  11  8.213  4.849  122.0  122.0
2439  8  6.554  0.69  122.0  122.0
2440  5  13.521  0.15  122.0001  122.0001
2441  6  14.353  4.205  122.0  122.0
2442  6  12.152  5.505  28.6026  28.6026
2443  6  7.924  0.513  122.0001  122.0001
2444  3  14.238  2.614  10.0118  10.0118
2445  8  11.404  2.6  122.0  122.0
2446  4  1.389  6.771  121.9999  121.9999
2448  9  1.881  0.914  121.9999  121.9999
2449  7  9.385  6.045  122.0  122.0
2451  8  14.174  1.51  121.9999  121.9999
2452  5  13.345  0.997  122.0  122.0
2453  5  12.531  2.667  122.0  122.0
2454  3  9.605  4.901  0.787  0.787
2455  8  6.102  2.691  122.0  122.0
2456  11  5.482  8.187  121.9999  121.9999
2457  8  8.266  0.727  121.9999  121.9999
2458  5  14.26  0.219  122.0  122.0
2459  9  12.443  1.82  122.0  122.0
2460  13  9.419  8.594  122.0  122.0
2461  10  13.341  0.704  122.0  122.0
2462  9  8.267  1.774  122.0  122.0
2464  6  8.547  4.619  122.0  122.0
2465  11  8.882  2.52  121.9999  121.9999
2466  9  9.788  0.373  122.0  122.0001
2467  9  5.679  7.491  122.0  122.0
2468  23  6.956  0.15  122.0001  122.0001
2469  7  12.916  2.575  122.0001  122.0001
2473  5  1.701  6.896  122.0001  122.0001
2474  11  8.551  5.015  121.9999  121.9999
2475  5  8.786  0.887  122.0  122.0
2476  5  9.526  6.305  122.0  122.0
2477  5  8.663  6.635  122.0001  122.0001
2479  6  6.234  7.123  122.0001  122.0001
2480  9  14.337  0.604  121.9999  121.9999
2481  9  13.878  0.65  121.9999  121.9999
2482  8  5.318  5.223  121.9999  122.0
2483  6  12.295  0.597  121.9999  122.0
2485  5  8.779  5.255  122.0  122.0
2487  5  14.589  0.906  122.0  122.0
2488  6  10.849  0.595  49.4631  49.4631
2490  3  9.904  1.819  38.1587  38.1587
2491  5  14.438  4.25  36.9601  36.9601
2493  6  3.124  1.836  122.0  122.0
2494  6  14.412  6.192  122.0  122.0
2495  10  12.219  5.648  122.0  122.0001
2496  5  14.639  2.89  122.0  122.0
2497  5  7.531  1.422  121.9999  121.9999
2499  8  8.834  5.557  122.0  122.0
2500  9  8.346  1.845  122.0  122.0
2501  5  7.34  2.984  122.0  122.0
2503  5  12.57  2.714  122.0  122.0
2504  8  10.955  4.57  122.0  122.0
2505  8  9.08  0.171  122.0  122.0
2506  5  9.473  2.851  122.0  122.0
2507  5  9.993  2.253  122.0  122.0
2508  6  14.63  1.929  122.0  122.0
2509  3  9.3  2.293  40.2233  40.2233
2511  6  13.25  0.634  122.0  122.0
2512  5  12.309  5.867  122.0  122.0
2513  5  12.125  5.162  121.9999  121.9999
2514  5  14.151  0.216  122.0  122.0
2515  8  9.508  6.99  122.0001  122.0001
2517  7  11.988  0.98  122.0  122.0
2519  6  14.532  4.81  122.0  122.0
2520  3  11.828  0.549  5.25  5.25
2523  11  10.165  7.839  122.0  122.0001
2524  5  12.223  6.836  122.0  122.0
2525  3  11.301  5.587  33.3656  33.3656
2526  8  12.919  1.299  122.0  122.0
2527  7  13.464  4.2  122.0  122.0001
2528  5  9.285  3.807  122.0  122.0
2529  5  2.808  2.09  122.0  122.0
2530  10  8.342  7.426  122.0  122.0
2531  9  4.808  8.846  122.0  122.0001
2534  9  10.237  4.573  122.0  122.0
2536  5  8.759  6.721  122.0001  122.0001
2537  8  12.086  6.36  121.9999  121.9999
2538  8  12.283  1.501  122.0  122.0
2540  5  8.899  1.598  122.0  122.0
2541  5  13.975  1.318  121.9999  121.9999
2542  4  10.727  1.599  48.5235  48.5235
2543  8  10.965  6.512  122.0  122.0
2544  6  10.124  1.981  122.0  122.0
2545  12  14.076  0.15  111.0624  111.0623
2546  8  10.132  5.624  122.0  122.0
2547  8  2.23  0.361  122.0001  122.0001
2548  2  14.572  1.369  2.4804  2.4804
2549  5  8.752  0.76  122.0  122.0
2550  11  14.583  3.09  122.0001  122.0001
2551  3  12.282  2.058  27.4048  27.4048
2553  5  8.325  1.793  121.9999  121.9999
2555  4  5.57  5.453  122.0  122.0
2557  9  2.91  0.952  122.0  122.0
2558  5  13.286  3.029  122.0001  122.0001
2559  8  14.448  5.169  122.0  122.0
2560  5  10.195  1.847  121.9999  121.9999
2561  7  12.452  2.721  122.0  122.0
2562  8  13.618  9.487  122.0  121.1347
2563  5  7.694  6.333  121.9999  121.9999
2564  7  9.806  3.922  122.0  122.0
2565  12  8.229  2.685  122.0  122.0
2566  3  12.31  3.597  9.1315  9.1315
2567  7  12.345  1.936  122.0  122.0
2568  11  5.733  3.922  122.0  122.0
2570  10  3.27  0.511  122.0  122.0
2571  9  6.506  0.742  122.0  122.0
2573  10  6.559  1.209  122.0  122.0
2574  9  7.728  1.429  122.0  122.0
2575  13  4.833  2.056  122.0  122.0
2576  6  14.029  1.186  121.9999  121.9999
2578  5  8.978  3.345  122.0  122.0
2579  15  13.623  1.851  122.0  122.0
2581  3  13.622  0.865  35.4593  35.4593
2582  5  14.275  1.658  122.0  122.0
2584  5  10.091  1.092  122.0  122.0
2586  10  7.239  0.791  122.0001  122.0001
2587  8  3.908  0.333  122.0  122.0
2588  5  13.465  3.275  122.0  122.0
2589  3  11.861  5.961  4.6606  4.6606
2591  6  9.472  2.899  122.0  122.0
2592  9  10.333  1.162  122.0  122.0
2593  3  13.104  2.638  35.5385  35.5385
2594  8  9.425  4.015  122.0001  122.0001
2595  5  12.245  1.363  122.0001  122.0001
2596  5  5.984  0.212  121.9999  121.9999
2597  8  4.045  8.28  121.9999  121.9999
2599  5  11.968  0.413  122.0  122.0
2600  7  13.899  0.423  122.0001  122.0001
2601  3  7.131  2.139  10.5449  10.5449
2602  8  10.171  7.487  122.0  122.0
2603  7  7.916  1.085  121.9999  121.9999
2604  8  13.841  3.322  121.9999  121.9999
2605  5  7.375  3.179  122.0  122.0
2606  8  10.524  2.077  121.9999  121.9999
2607  9  12.183  0.157  122.0  122.0
2608  11  10.593  7.566  121.9999  121.9999
2609  8  14.442  6.798  122.0  122.0
2610  8  12.417  0.567  122.0  122.0
2611  8  6.082  1.118  122.0001  122.0001
2612  7  7.911  6.08  122.0001  122.0001
2613  4  7.515  1.052  122.0  122.0
2614  6  13.566  4.568  122.0  122.0
2616  8  7.712  1.974  122.0  122.0
2618  5  1.554  1.682  122.0001  122.0001
2620  9  3.176  7.572  122.0  122.0
2621  5  14.196  9.226  122.0  94.1183
2623  5  14.16  1.653  121.9999  121.9999
2624  8  6.921  0.937  122.0  122.0
2625  11  2.988  9.358  122.0  122.0
2626  8  12.177  6.81  121.9999  121.9999
2628  6  11.12  0.714  24.8435  24.8435
2629  5  14.743  4.027  122.0  122.0
2631  7  9.027  8.204  122.0  122.0
2632  10  4.015  7.722  121.9999  121.9999
2633  8  12.444  1.819  121.9999  121.9999
2634  8  14.494  0.15  122.0001  122.0001
2635  5  6.462  7.982  122.0001  122.0001
2636  5  10.281  7.309  122.0  122.0
2639  11  9.257  1.393  122.0  122.0
2640  5  8.44  6.698  122.0  122.0
2641  8  6.981  0.224  122.0  122.0
2642  8  4.529  3.251  122.0  122.0
2644  11  5.436  6.797  122.0  122.0
2645  5  14.317  6.084  122.0001  122.0001
2646  3  14.532  0.988  0.5095  0.5095
2651  9  8.091  1.597  122.0001  122.0001
2652  5  12.487  5.096  122.0  122.0
2653  6  5.052  2.174  122.0001  122.0001
2657  3  9.611  3.414  13.4456  13.4456
2659  8  7.767  3.31  122.0001  122.0001
2660  5  14.158  2.325  122.0  122.0001
2663  8  9.56  3.022  122.0  122.0
2664  5  8.761  0.741  122.0  122.0
2665  3  12.741  0.82  7.1979  7.1979
2666  3  9.694  7.02  9.2021  9.2021
2667  7  8.601  8.629  122.0  122.0
2668  5  6.636  9.136  121.9999  121.9999
2669  6  14.767  1.948  121.9999  121.9999
2671  6  11.784  1.917  121.9999  121.9999
2672  3  14.797  0.538  4.6856  4.6856
2673  9  12.307  7.892  122.0  122.0
2675  8  9.782  1.476  122.0  122.0001
2676  5  9.511  0.371  122.0001  122.0001
2677  9  5.686  1.168  121.9999  121.9999
2678  5  7.172  0.245  122.0  122.0
2679  5  8.413  0.15  122.0  122.0
2680  4  11.262  1.113  122.0  122.0
2681  7  5.62  0.802  122.0001  122.0001
2682  9  10.338  1.104  122.0  122.0
2685  8  12.079  6.186  122.0  122.0
2689  5  10.11  4.136  122.0  122.0
2691  5  14.766  1.714  122.0  122.0
2693  4  12.968  0.347  121.9999  121.9999
2695  10  12.25  4.506  121.9999  121.9999
2697  7  10.637  3.682  122.0  122.0
2698  3  13.293  6.504  24.9508  24.9508
2699  6  7.235  5.124  122.0001  122.0001
2700  10  2.541  0.552  122.0  122.0
2702  6  5.939  0.15  122.0  122.0
2704  6  12.84  1.214  122.0  122.0
2705  5  0.526  6.236  121.9999  121.9999
2707  8  10.29  2.903  122.0  122.0001
2708  6  12.09  2.066  122.0  122.0001
2710  11  2.971  4.444  122.0  122.0
2711  5  13.973  4.2  122.0001  122.0001
2712  5  10.374  6.711  122.0  122.0
2713  8  14.211  2.274  121.9999  121.9999
2714  5  11.601  7.604  121.9999  121.9999
2717  8  10.194  1.663  122.0  122.0
2718  11  11.886  1.071  122.0001  122.0001
2719  8  10.069  3.831  122.0  122.0
2720  9  11.436  1.862  122.0  122.0
2721  3  13.547  4.249  17.6799  17.6799
2722  8  9.504  1.533  122.0001  122.0001
2723  5  14.222  0.15  122.0001  122.0001
2724  5  10.759  3.151  122.0  122.0
2726  5  14.501  0.743  122.0001  122.0001
2727  8  7.105  5.318  121.9999  122.0
