# Geant4→SSD 信号模拟 — noscratch — 每事件一行
# event_id  n_hits  r_mm  z_mm  edep_keV  emeas_keV
82835  5  9.456  0.627  121.9999  121.9999
82836  8  6.319  8.361  122.0001  122.0001
82837  13  6.704  7.617  122.0  122.0
82839  8  10.594  3.968  122.0  122.0
82840  6  10.871  1.095  122.0  122.0
82842  6  12.157  2.287  122.0  122.0
82844  3  13.401  8.235  8.6557  8.6557
82845  5  9.805  1.286  122.0  122.0
82846  6  9.173  9.174  121.9999  122.0
82848  6  8.842  1.025  122.0  122.0
82849  5  13.559  0.15  122.0  122.0
82850  5  14.692  8.485  122.0  122.0
82852  11  5.012  6.653  122.0  122.0
82853  8  8.045  2.302  122.0  122.0
82854  7  12.773  3.059  122.0  122.0001
82855  4  12.565  1.764  122.0  122.0001
82856  8  6.882  4.662  122.0  122.0
82857  6  5.522  3.297  122.0  122.0
82860  8  11.286  2.631  122.0  122.0
82862  8  9.799  2.071  122.0001  122.0001
82863  3  9.79  0.15  38.1782  38.1782
82864  8  9.469  5.148  121.9999  121.9999
82865  5  2.076  0.78  122.0  122.0
82866  6  14.709  0.851  122.0  122.0
82867  10  11.85  0.564  122.0001  122.0001
82868  11  9.47  5.406  122.0  122.0
82869  8  7.514  4.28  122.0  122.0
82871  8  11.096  4.992  121.9999  121.9999
82872  8  10.151  0.15  121.9999  121.9999
82873  8  6.093  0.909  121.9999  121.9999
82875  5  14.704  0.21  122.0  11.107
82876  9  14.794  2.841  122.0  122.0001
82877  8  10.455  4.428  122.0  122.0
82878  5  4.686  2.394  122.0  122.0
82879  8  14.008  4.094  122.0  122.0
82880  5  5.649  2.849  122.0001  122.0001
82883  3  14.481  0.15  19.0406  19.0406
82884  4  10.765  1.921  122.0  122.0
82886  8  13.385  4.208  122.0001  122.0001
82888  8  2.21  2.183  122.0  122.0
82889  3  14.8  0.15  30.2952  0.0
82890  7  6.463  0.41  122.0001  122.0001
82891  8  14.377  3.483  122.0  122.0
82892  10  9.038  7.451  122.0001  122.0001
82894  5  9.509  2.869  122.0  122.0
82895  8  11.241  0.442  122.0  122.0
82896  3  12.698  7.777  8.4997  8.4997
82897  6  12.128  7.651  122.0  122.0
82898  10  8.044  2.564  122.0  122.0
82899  8  11.499  2.357  122.0  122.0
82901  8  9.679  2.31  121.9999  122.0
82902  7  12.281  3.344  122.0  122.0
82903  12  14.244  1.172  122.0  122.0
82904  7  12.201  1.304  122.0  122.0
82905  11  3.641  8.817  122.0001  122.0001
82906  8  12.221  1.443  122.0  122.0
82907  5  11.087  0.69  122.0  122.0
82909  5  14.294  3.678  122.0  122.0
82910  8  11.739  2.591  122.0  122.0
82912  6  11.595  3.406  122.0001  122.0001
82913  10  14.64  3.967  122.0  122.0
82914  8  5.484  1.604  122.0001  122.0001
82915  7  10.191  5.028  122.0  122.0
82916  13  13.532  6.403  122.0  122.0
82917  7  12.312  0.376  122.0001  122.0001
82920  5  2.64  1.076  122.0  122.0
82922  8  14.4  1.018  122.0  122.0
82923  5  1.105  4.231  122.0001  122.0001
82924  9  12.77  3.291  122.0  122.0
82925  10  10.203  5.293  122.0001  122.0001
82926  9  8.378  4.012  121.9999  121.9999
82927  6  3.099  4.015  122.0  122.0001
82928  8  12.795  5.311  122.0001  122.0001
82929  13  9.634  2.122  121.9999  121.9999
82931  8  10.923  5.146  122.0  122.0
82932  7  13.811  1.802  122.0  122.0
82933  10  11.512  5.063  122.0  122.0
82935  8  12.743  6.656  121.9999  121.9999
82938  11  13.42  2.572  122.0  122.0
82939  6  6.335  2.106  122.0  122.0
82941  9  10.178  0.395  122.0  122.0
82943  9  12.462  5.05  122.0  122.0
82944  10  12.967  1.818  121.9999  122.0
82945  5  6.832  1.911  122.0  122.0
82947  16  10.936  1.357  121.9999  121.9999
82948  8  9.201  2.203  122.0001  122.0001
82949  8  7.832  0.497  122.0001  122.0001
82950  6  11.746  2.812  122.0  122.0
82951  5  11.696  4.839  122.0  122.0
82952  5  10.762  1.717  121.9999  121.9999
82953  8  10.391  0.326  121.9999  121.9999
82954  6  12.164  3.647  122.0  122.0
82956  3  11.152  1.304  36.3313  36.3313
82961  3  4.038  0.15  28.3768  28.3768
82964  10  6.004  3.879  121.9999  121.9999
82969  6  7.992  4.021  122.0  122.0
82970  8  13.961  0.846  122.0  122.0
82972  8  13.562  5.569  121.9999  122.0
82974  9  8.756  0.577  122.0  122.0
82978  4  12.765  1.578  122.0  122.0
82979  11  11.25  8.377  122.0001  122.0001
82981  9  12.173  0.66  122.0001  122.0001
82982  8  6.568  0.87  122.0001  122.0001
82983  9  8.671  1.249  122.0  122.0
82985  11  9.154  5.761  121.9999  121.9999
82986  3  9.171  0.39  33.4038  33.4038
82989  5  5.08  4.659  122.0  122.0
82990  11  5.237  5.917  122.0  122.0
82991  9  7.444  1.198  122.0001  122.0001
82993  4  3.669  4.994  121.9999  121.9999
82995  8  12.357  6.111  122.0  122.0
82996  9  14.184  2.875  121.9999  121.9999
82997  11  9.924  0.912  122.0001  122.0001
82998  6  12.642  6.759  122.0  122.0
82999  5  14.637  9.356  122.0  122.0
83000  7  13.646  6.831  122.0  122.0
83001  6  14.702  5.085  122.0  122.0
83002  7  9.865  5.802  122.0  122.0
83004  3  12.952  0.878  16.648  16.6481
83005  7  14.348  4.68  122.0  122.0
83006  6  12.566  2.324  122.0  122.0
83009  7  4.748  0.906  122.0  122.0
83010  8  12.014  4.702  121.9999  121.9999
83011  8  9.544  7.254  122.0  122.0
83013  11  2.622  5.777  122.0  122.0
83015  5  5.254  0.634  122.0001  122.0001
83016  5  3.106  1.834  122.0  122.0
83017  8  4.111  0.446  122.0  122.0
83018  4  5.889  3.532  122.0  122.0
83019  5  13.287  0.995  122.0  122.0
83022  7  9.708  0.763  122.0  122.0
83023  8  11.534  6.765  121.9999  121.9999
83024  9  13.893  3.31  122.0  122.0
83028  8  7.336  5.822  122.0  122.0
83029  5  13.917  0.436  121.9999  121.9999
83030  5  9.202  1.865  122.0  122.0
83032  7  10.317  4.998  122.0001  122.0001
83034  8  6.961  2.587  122.0  122.0001
83035  20  6.545  0.15  121.9999  121.9999
83036  3  14.74  2.118  6.799  6.799
83037  8  13.428  0.969  122.0  122.0
83038  9  10.108  0.619  121.9999  121.9999
83040  8  14.135  3.5  122.0  122.0
83041  8  9.377  7.865  122.0001  122.0001
83044  3  10.402  1.103  10.3065  10.3065
83045  8  12.454  4.961  122.0  122.0
83046  8  10.187  2.316  122.0001  122.0001
83047  8  14.203  0.212  122.0  122.0
83048  3  13.968  0.478  33.4632  33.4633
83051  6  14.385  5.696  122.0  122.0001
83052  10  5.634  8.866  121.9999  122.0
83054  8  9.662  1.042  122.0  122.0
83057  5  10.911  4.956  122.0  122.0
83058  8  3.252  0.578  122.0  122.0
83060  5  2.701  7.498  122.0  122.0
83061  9  0.407  4.427  122.0  122.0
83062  9  5.731  1.951  121.9999  121.9999
83063  8  12.156  3.988  122.0  122.0
83064  10  1.662  0.515  122.0001  122.0001
83065  5  13.955  0.167  122.0001  122.0001
83067  9  3.215  6.033  122.0  122.0
83068  6  9.23  6.668  121.9999  121.9999
83069  11  7.924  4.333  122.0  122.0
83070  8  13.813  5.654  122.0001  122.0001
83071  10  6.348  3.489  122.0  122.0
83072  8  2.291  4.462  122.0  122.0
83075  6  4.81  4.694  122.0  122.0001
83078  10  7.122  1.511  122.0  122.0
83080  6  11.21  3.274  122.0  122.0
83081  10  0.633  4.856  122.0  122.0
83082  8  12.895  0.15  122.0001  122.0001
83083  8  13.44  5.742  122.0  122.0
83085  6  12.457  0.214  121.9999  121.9999
83086  3  7.645  0.369  2.8174  2.8174
83088  6  11.744  2.927  122.0  122.0
83089  3  8.034  0.246  41.0324  41.0324
83093  6  10.989  3.507  122.0001  122.0001
83094  7  4.516  3.505  122.0  122.0001
83095  5  6.889  1.557  122.0  122.0
83096  8  13.044  0.765  122.0  122.0
83097  10  9.508  7.138  122.0  122.0
83098  5  3.88  5.292  122.0  122.0
83099  7  8.868  1.905  122.0  122.0
83100  7  12.825  0.473  87.9925  87.9925
83101  6  12.717  3.426  122.0  122.0
83102  6  7.786  1.557  122.0  122.0001
83107  5  4.144  3.317  121.9999  121.9999
83108  5  9.973  3.142  122.0  122.0
83109  9  5.658  6.791  121.9999  121.9999
83111  8  10.122  4.664  122.0001  122.0001
83112  9  11.763  1.51  121.9999  121.9999
83115  4  5.136  0.323  122.0  122.0
83116  8  11.565  8.368  122.0  122.0
83117  9  10.336  1.616  122.0  122.0
83118  10  7.793  4.824  122.0  122.0
83120  5  12.13  1.263  122.0  122.0
83121  11  13.364  3.772  122.0  122.0
83123  3  10.446  5.535  14.2057  14.2057
83124  10  12.767  8.035  122.0  122.0
83125  6  13.578  4.843  122.0  122.0
83126  6  3.476  2.745  121.9999  121.9999
83127  3  10.258  0.195  37.7643  37.7643
83131  5  5.761  3.017  122.0  122.0
83132  11  5.175  6.28  121.9999  121.9999
83138  10  10.876  0.866  122.0  122.0
83139  5  12.296  1.205  122.0  122.0
83140  10  12.896  4.543  122.0  122.0
83141  3  5.36  1.018  34.1461  34.1461
83142  7  4.028  6.59  121.9999  121.9999
83143  9  7.925  2.582  122.0001  122.0001
83144  10  9.471  0.287  122.0001  122.0001
83146  8  6.7  3.828  122.0  122.0
83147  8  11.582  1.319  122.0  122.0001
83149  10  14.793  3.852  122.0  122.0
83152  6  13.647  4.717  122.0  122.0
83153  5  2.253  6.658  122.0  122.0001
83154  13  8.46  3.745  122.0  122.0
83155  8  4.799  6.864  122.0  122.0
83156  7  7.282  2.677  121.9999  121.9999
83158  5  11.157  4.133  122.0001  122.0001
83160  7  1.219  0.15  122.0  122.0
83161  8  11.963  2.039  122.0001  122.0001
83162  6  13.252  1.582  122.0  122.0
83163  11  10.828  9.101  121.9999  120.9772
83164  8  1.373  1.927  122.0001  122.0001
83165  7  11.514  3.474  122.0  122.0
83166  6  6.675  0.871  122.0  122.0
83168  8  4.567  0.249  122.0  122.0
83169  8  9.132  4.81  122.0001  122.0001
83171  5  10.153  1.755  122.0001  122.0001
83175  6  4.046  0.639  122.0  122.0
83176  8  10.104  5.602  122.0  122.0
83178  8  12.14  6.599  122.0  122.0
83181  5  13.128  1.743  122.0  122.0001
83182  8  7.437  5.36  122.0  122.0
83184  11  10.841  7.138  122.0001  122.0001
83186  5  9.353  2.978  122.0  122.0
83187  7  5.322  5.705  122.0  122.0
83188  5  12.797  0.678  122.0  122.0
83189  11  9.08  0.401  122.0  122.0
83190  7  4.862  1.706  122.0  122.0
83191  8  13.232  5.301  122.0  122.0
83193  6  13.137  2.725  122.0  122.0
83195  8  8.06  5.253  121.9999  122.0
83197  6  9.204  0.481  122.0  122.0
83200  11  4.902  3.495  122.0001  122.0001
83202  9  9.615  5.103  121.9999  121.9999
83203  4  9.199  4.372  122.0  122.0
83206  8  8.966  4.847  122.0  122.0
83208  10  11.219  2.61  122.0001  122.0001
83210  8  4.394  2.175  121.9999  121.9999
83214  3  9.628  0.667  19.6348  19.6348
83216  8  9.579  2.293  122.0  122.0
83217  5  11.41  0.861  122.0  122.0001
83218  8  4.994  1.525  122.0001  122.0001
83219  3  14.383  0.473  39.5047  39.5047
83220  6  7.202  0.494  121.9998  121.9998
83221  8  5.22  3.158  122.0  122.0
83222  8  3.556  5.637  122.0  122.0
83223  8  8.298  4.213  122.0001  122.0001
83224  5  8.188  1.686  122.0  122.0
83225  9  3.837  3.543  122.0  122.0
83227  9  5.001  1.565  122.0  122.0
83228  5  6.436  2.455  121.9999  121.9999
83229  6  5.386  0.465  122.0001  122.0001
83231  2  12.566  0.197  2.0624  2.0624
83234  9  5.902  0.198  122.0001  122.0001
83235  8  8.257  1.472  122.0  122.0
83236  3  14.051  8.605  5.9069  5.878
83237  5  2.699  0.373  122.0  122.0
83238  3  7.53  8.26  1.6473  1.6473
83239  5  14.787  0.936  122.0  122.0
83241  8  12.613  0.287  122.0  122.0
83243  5  5.407  1.289  122.0  122.0
83244  2  1.342  4.331  3.0605  3.0605
83246  3  11.705  0.15  22.21  22.2101
83250  9  8.536  1.438  122.0  122.0
83251  7  8.441  3.869  122.0001  122.0001
83252  3  13.051  1.135  36.3704  36.3704
83254  11  6.059  4.05  122.0  122.0
83255  6  11.15  3.068  122.0  122.0
83256  6  12.815  3.747  122.0  122.0
83257  5  8.262  3.095  122.0  122.0
83258  8  11.333  3.769  122.0  122.0
83260  6  8.78  1.985  122.0001  122.0001
83261  8  10.125  4.839  121.9999  122.0
83262  10  9.356  5.426  121.9999  122.0
83264  5  12.819  8.116  122.0  122.0
83265  6  12.341  3.535  121.9999  121.9999
83266  4  5.342  3.418  122.0  122.0
83267  5  11.295  0.449  122.0  122.0001
83268  8  2.964  1.602  122.0001  122.0001
83270  11  13.956  4.056  122.0  122.0
83271  3  7.779  6.472  1.9163  1.9163
83272  10  2.916  0.706  122.0  122.0
83275  5  10.053  1.446  122.0  122.0
83276  3  7.582  4.112  8.3535  8.3535
83278  6  4.424  1.826  122.0  122.0
83279  6  9.392  0.852  122.0001  122.0001
83280  8  10.854  3.668  122.0  122.0
83283  14  13.675  1.319  122.0  122.0
83286  12  13.851  4.394  121.9999  121.9999
83287  8  13.831  2.043  122.0  122.0
83288  5  7.85  1.541  121.9999  121.9999
83289  5  8.269  1.53  122.0  122.0
83291  5  6.486  0.336  122.0001  122.0001
83293  6  13.994  4.513  122.0001  122.0001
83295  5  12.565  8.819  122.0  122.0
83296  3  8.576  9.452  6.1923  6.1923
83297  5  9.455  5.621  121.9999  121.9999
83298  6  10.074  1.354  122.0  122.0
83299  8  10.765  4.215  122.0  122.0
83300  13  13.417  0.984  122.0001  122.0001
83301  9  13.206  4.262  122.0  122.0
83302  7  8.659  0.367  26.2466  26.2466
83305  3  12.514  0.916  23.0968  23.0968
83309  8  8.162  8.477  122.0  122.0
83311  7  14.212  2.246  122.0  122.0
83312  14  13.29  2.971  122.0  122.0
83313  8  14.501  3.43  122.0  122.0
83315  10  9.669  4.36  122.0  122.0
83316  6  11.675  1.008  122.0  122.0
83317  5  11.056  4.794  122.0  122.0
83318  7  7.479  1.61  122.0  122.0
83319  9  14.785  5.336  122.0  122.0
83320  7  13.969  0.735  122.0  122.0
83321  6  11.513  1.427  122.0  122.0
83323  8  8.696  3.796  121.9999  121.9999
83324  8  7.614  2.204  122.0  122.0
83325  5  11.054  9.161  121.9999  121.9999
83326  5  6.86  2.319  122.0  122.0
83327  11  1.125  6.22  122.0  122.0
83328  6  12.589  5.306  122.0  122.0
83329  5  11.31  4.114  122.0  122.0
83330  6  9.293  5.613  122.0  122.0
83332  3  11.415  6.911  15.7401  15.7401
83334  6  6.636  1.1  122.0  122.0
83336  4  12.391  0.877  122.0  122.0
83338  7  10.541  5.238  122.0  122.0
83340  6  10.003  2.775  122.0  122.0
83341  6  9.965  8.966  122.0  122.0
83343  9  9.293  5.163  122.0  122.0
83344  8  14.779  0.178  122.0  0.0
83345  5  3.625  4.496  121.9999  121.9999
83346  10  14.551  1.652  122.0  122.0
83347  6  7.843  2.861  122.0  122.0
83349  9  8.458  5.506  122.0  122.0
83351  3  14.103  1.774  21.5345  21.5345
83353  10  10.942  5.142  121.9999  122.0
83357  9  11.087  3.162  122.0  122.0
83358  11  14.359  3.923  122.0  122.0
83359  5  14.66  2.55  122.0  122.0
83360  11  11.674  2.067  122.0001  122.0001
83361  8  14.435  4.371  122.0  122.0
83362  8  14.456  2.828  122.0  122.0
83363  6  13.087  3.201  122.0001  122.0001
83364  6  10.921  3.131  121.9999  121.9999
83367  3  11.861  2.657  8.9984  8.9984
83368  3  12.43  2.967  6.1505  6.1505
83369  30  5.0  0.15  46.7994  46.7994
83370  11  2.86  4.232  122.0  122.0
83371  13  12.868  2.641  122.0  122.0
83372  6  13.628  0.15  122.0  122.0
83374  3  14.798  0.883  9.9596  9.9596
83375  8  9.144  0.996  122.0  122.0
83376  9  6.458  4.977  121.9999  121.9999
83377  3  12.792  6.714  12.7002  12.7002
83380  9  11.914  6.937  122.0  122.0001
83381  8  8.996  3.308  122.0  122.0
83382  10  10.988  7.315  122.0  122.0
83383  4  4.702  0.717  122.0  122.0
83384  3  13.959  2.421  13.1699  13.1699
83386  10  14.322  5.296  122.0  122.0
83387  5  8.888  2.654  121.9999  121.9999
83388  8  10.049  6.146  121.9999  122.0
83389  8  13.117  3.932  121.9999  121.9999
83390  9  13.237  5.056  122.0  122.0
83391  8  7.416  0.912  122.0  122.0
83392  13  12.675  3.672  122.0  122.0
83393  7  12.739  2.983  122.0001  122.0001
83396  8  14.328  1.544  122.0  122.0
83397  4  14.7  5.046  121.9999  121.9999
83400  5  12.603  5.261  122.0  122.0
83401  9  9.438  5.271  121.9999  121.9999
83402  10  9.511  0.15  122.0  122.0
83405  7  12.034  0.216  122.0  122.0001
83406  5  12.313  1.27  122.0  122.0
83408  8  9.248  4.322  122.0  122.0
83410  3  9.451  9.704  20.0682  20.0682
83413  6  12.88  0.48  121.9999  121.9999
83414  10  10.635  4.331  122.0  122.0
83416  5  12.456  4.971  121.9999  121.9999
83417  4  3.103  2.491  122.0  122.0
83421  6  2.72  5.179  38.6222  38.6222
83422  8  10.782  3.745  122.0  122.0
83424  6  10.822  5.513  122.0001  122.0001
83427  8  11.184  5.335  122.0  122.0
83428  6  8.043  1.216  122.0  122.0
83430  5  10.09  3.398  122.0  122.0
83431  5  7.933  1.501  121.9999  121.9999
83432  3  10.933  2.64  19.2095  19.2095
83433  5  4.157  3.825  122.0  122.0
83434  11  6.633  0.349  122.0  122.0
83435  11  7.825  3.767  122.0  122.0001
83436  5  5.656  0.339  122.0001  122.0001
83437  5  10.011  1.999  122.0  122.0
83438  5  6.398  1.429  122.0001  122.0001
83439  5  14.756  1.004  122.0  122.0
83441  6  9.884  1.585  122.0001  122.0001
83443  14  11.88  1.631  122.0001  122.0001
83444  13  11.461  5.593  122.0  122.0
83445  7  7.143  5.646  122.0  122.0
83446  7  9.307  3.155  122.0  122.0
83447  10  8.1  3.999  122.0  122.0
83448  5  13.905  5.501  121.9999  121.9999
83449  16  6.407  1.825  122.0  122.0001
83451  5  12.414  2.357  122.0  122.0
83452  5  12.599  3.132  121.9999  121.9999
83454  2  14.569  2.638  0.3523  0.3523
83455  9  13.501  0.789  122.0001  122.0001
83457  5  14.787  1.16  121.9999  121.9999
83458  5  4.502  1.202  122.0  122.0
83459  5  11.378  2.429  122.0  122.0001
83463  3  14.13  4.109  20.7186  20.7186
83464  6  13.1  4.594  122.0  122.0
83466  9  7.86  7.054  122.0001  122.0001
83469  5  14.677  6.695  122.0001  122.0001
83470  9  7.417  0.672  121.9999  121.9999
83471  5  10.132  8.899  122.0  122.0
83472  5  8.04  1.969  122.0  122.0
83473  6  13.769  5.487  122.0  122.0001
83474  9  4.422  4.375  122.0  122.0
83476  3  6.962  6.011  17.8316  17.8316
83478  6  9.177  1.823  36.4882  36.4882
83480  9  4.469  1.798  122.0001  122.0001
83481  3  14.787  6.054  10.834  10.834
83483  9  1.928  2.543  121.9999  122.0
83484  10  12.389  1.459  122.0001  122.0001
83486  3  11.251  0.339  35.9893  35.9893
83487  5  2.171  1.371  121.9999  121.9999
83488  5  5.31  6.639  122.0  122.0001
83489  8  9.287  7.722  122.0  122.0
83490  6  5.947  2.534  122.0  122.0001
83491  8  11.525  9.8  122.0001  122.0001
83492  3  12.044  2.923  33.4345  33.4345
83493  9  13.917  0.939  122.0  122.0
83494  12  10.307  5.394  122.0  122.0
83495  8  12.008  1.848  122.0  122.0
83497  3  14.441  0.15  34.597  34.597
83498  16  3.518  2.226  122.0001  122.0001
83499  6  12.994  1.819  122.0  122.0
83500  5  3.674  0.685  122.0  122.0
83502  9  13.511  1.959  122.0  122.0
83503  3  13.331  3.64  7.6254  7.6254
83504  11  11.992  6.665  122.0  122.0
83505  11  6.912  5.765  122.0  122.0
83506  3  12.777  0.706  9.0026  9.0026
83507  10  12.799  1.176  122.0  122.0
83509  6  11.507  6.93  122.0  122.0
83510  4  11.032  5.317  122.0  122.0
83511  5  6.159  6.595  122.0  122.0
83512  6  7.175  5.138  122.0  122.0
83513  7  7.781  7.135  121.9999  122.0
83514  8  5.022  1.132  122.0  122.0
83515  8  4.301  4.242  122.0  122.0
83517  12  14.064  4.784  122.0001  122.0001
83519  5  11.518  2.139  122.0  122.0
83521  6  11.98  4.534  121.9999  121.9999
83523  5  13.644  7.007  122.0  122.0
83525  10  13.616  8.097  122.0  122.0
83527  13  6.666  6.5  122.0  122.0
83529  6  11.976  6.516  122.0  122.0
83530  8  4.058  4.781  122.0  122.0
83532  8  5.71  4.246  121.9999  121.9999
83533  3  13.517  0.484  2.1692  2.1692
83534  11  4.044  5.46  122.0001  122.0001
83535  9  3.752  1.544  121.9999  121.9999
83537  9  13.265  1.799  122.0  122.0
83539  9  12.162  4.76  122.0  122.0
83540  8  10.452  4.548  121.9999  122.0
83541  13  6.856  1.939  122.0  122.0
83542  6  9.361  4.789  122.0  122.0
83543  6  5.443  9.283  122.0  122.0
83545  8  11.82  6.299  122.0  122.0
83546  4  6.45  2.432  122.0  122.0001
83547  6  6.475  0.175  122.0  122.0
83548  5  13.693  3.806  122.0  122.0
83549  5  5.602  2.015  121.9999  121.9999
83551  10  9.266  1.696  122.0  122.0
83552  6  2.105  3.47  122.0  122.0
83553  3  12.904  0.391  27.9525  27.9525
83555  5  5.78  0.801  121.9999  121.9999
83556  8  7.142  8.194  121.9999  121.9999
83557  9  14.279  1.178  122.0  122.0
83558  7  4.786  0.987  122.0  122.0
83560  5  13.51  0.381  122.0  122.0
83561  5  10.792  3.171  121.9999  121.9999
83563  9  12.819  0.507  122.0  122.0
83564  6  6.016  4.811  122.0  122.0
83565  5  8.659  2.679  122.0  122.0
83566  8  14.8  0.244  121.9999  0.0
83567  5  9.01  8.499  122.0  122.0
83570  11  14.137  1.735  122.0  122.0
83571  8  13.213  2.526  122.0  122.0001
83572  5  12.961  9.007  122.0  122.0
83573  3  13.402  7.766  13.7957  13.7957
83574  6  4.29  2.027  122.0  122.0
83576  9  5.999  0.706  121.9999  121.9999
83578  9  6.122  6.074  122.0  122.0
83579  8  14.796  3.025  122.0  122.0
83580  5  2.036  0.913  122.0001  122.0001
83581  5  2.862  1.097  122.0  122.0
83583  3  5.493  0.752  38.3159  38.3159
83584  3  14.187  0.154  7.2589  7.2589
83585  2  12.72  0.708  3.2027  3.2027
83587  3  11.126  0.193  24.7147  24.7147
83590  11  10.708  5.628  121.9999  121.9999
83592  8  7.908  2.398  122.0  122.0
83593  8  1.155  2.635  122.0001  122.0001
83595  7  9.069  0.331  122.0  122.0
83598  8  6.825  3.426  122.0  122.0
83599  3  14.799  3.143  31.4031  31.4031
83601  8  3.41  0.182  122.0002  122.0002
83602  5  12.988  1.938  122.0  122.0
83603  16  11.336  0.565  122.0  122.0001
83604  8  7.217  0.154  122.0  122.0
83605  5  2.265  2.22  121.9999  121.9999
83606  8  6.196  0.183  121.9999  122.0
83607  11  9.308  5.284  122.0  122.0
83608  9  6.264  4.241  122.0  122.0
83610  5  14.163  0.873  122.0  122.0
83611  5  13.362  5.591  122.0  122.0
83612  12  8.358  5.115  122.0  122.0
83615  10  14.697  6.57  122.0  122.0001
83616  9  9.274  2.156  121.9999  121.9999
83619  8  11.137  0.956  122.0  122.0
83620  5  12.48  3.041  122.0  122.0
83621  5  13.902  5.094  122.0  122.0
83622  5  5.523  3.195  122.0  122.0
83623  9  13.041  0.719  122.0  122.0
83624  8  11.299  4.068  121.9999  121.9999
83626  8  11.208  4.036  121.9999  121.9999
83629  10  11.389  2.692  121.9999  121.9999
83632  14  9.506  6.796  122.0  122.0
83633  3  11.259  0.15  38.6108  38.6108
83634  9  14.73  4.667  122.0001  122.0001
83635  5  6.21  5.851  122.0001  122.0001
83636  3  1.898  1.091  39.986  39.986
83637  9  14.142  4.019  121.9999  121.9999
83638  6  13.027  0.314  122.0  122.0
83639  8  3.962  9.357  122.0  122.0
83640  9  13.828  7.437  122.0  122.0
83642  5  7.635  1.157  122.0  122.0
83644  7  10.634  5.001  122.0  122.0
83646  8  5.765  2.113  122.0001  122.0001
83648  8  9.552  1.946  121.9999  122.0
83650  11  13.025  2.154  121.9999  121.9999
83651  5  6.85  1.581  122.0  122.0
83652  7  14.799  0.926  121.9999  121.9999
83655  5  14.282  1.588  122.0  122.0
83656  10  4.692  4.482  122.0  122.0
83657  6  6.93  2.998  121.9999  122.0
83660  9  1.704  5.87  122.0001  122.0001
83661  2  13.716  0.626  1.1997  1.1997
83663  3  14.798  0.425  6.9549  5.6995
83664  7  6.016  1.707  122.0  122.0
83667  4  11.17  1.856  122.0001  122.0001
83668  8  13.139  0.858  122.0  122.0
83669  6  2.895  6.924  122.0  122.0
83671  5  14.672  7.447  122.0  122.0
83672  8  13.622  3.781  122.0  122.0
83673  6  8.419  1.139  122.0  122.0
83674  4  14.328  8.032  122.0  122.0
83675  9  8.658  0.957  121.9999  122.0
83677  3  11.339  2.836  35.7982  35.7982
83678  3  11.842  1.52  29.8533  29.8533
83679  6  13.071  1.153  121.9999  121.9999
83680  10  14.32  5.609  121.9999  121.9999
83682  2  14.272  2.702  0.2386  0.2386
83683  3  1.785  0.15  39.0646  39.0646
83684  8  2.1  0.332  122.0  122.0
83686  3  12.558  3.021  9.3109  9.3109
83687  8  7.308  0.952  122.0  122.0
83688  11  6.902  5.252  121.9999  121.9999
83689  5  7.492  1.568  120.4464  120.4464
83690  8  5.579  1.873  121.9999  121.9999
83692  5  5.476  7.327  122.0  122.0
83695  8  7.668  5.31  122.0  122.0
83696  10  12.307  4.383  122.0  122.0001
83697  8  3.59  1.078  121.9999  122.0
83698  8  12.126  7.877  122.0001  122.0001
83699  8  10.247  3.869  122.0  122.0
83700  8  4.834  1.382  122.0  122.0
83701  8  7.865  0.962  122.0  122.0
83702  12  7.628  0.15  121.9999  121.9999
83703  6  13.308  6.596  122.0  122.0
83704  8  3.34  3.388  122.0  122.0
83705  3  13.719  1.974  9.3828  9.3828
83706  2  14.084  9.396  2.3841  2.3841
83707  6  14.775  1.791  122.0  122.0
83708  8  14.525  0.407  122.0001  122.0001
83709  10  10.51  4.676  122.0  122.0001
83710  11  9.213  2.509  122.0001  122.0001
83712  5  10.564  3.416  122.0  122.0
83713  5  13.909  3.863  122.0  122.0
83715  6  3.767  6.219  122.0  122.0
83716  8  13.431  4.093  121.9999  121.9999
83719  3  14.539  9.128  28.6376  28.5622
83720  6  11.967  0.54  122.0  122.0
83721  5  11.996  0.293  121.9999  121.9999
83722  8  13.185  2.149  122.0001  122.0001
83723  8  3.641  2.212  121.9999  121.9999
83724  8  10.453  1.336  122.0  122.0
83725  5  11.234  0.63  121.9999  121.9999
83726  5  8.045  7.533  122.0  122.0
83727  8  3.23  0.26  121.9999  121.9999
83728  14  11.697  6.737  122.0  122.0
83729  3  13.732  4.965  29.4884  29.4884
83730  9  11.488  2.005  121.9999  121.9999
83731  6  7.011  5.4  122.0001  122.0001
83734  5  10.911  8.394  122.0  122.0
83736  8  10.373  1.775  122.0  122.0
83737  5  10.372  9.533  121.9999  121.6886
83739  6  10.688  0.698  15.4417  15.4417
83740  5  9.743  6.953  122.0  122.0
83743  4  13.06  3.948  122.0  122.0
83744  7  13.387  5.612  122.0  122.0
83745  11  9.64  0.557  122.0  122.0
83746  8  13.833  6.648  122.0001  122.0001
83747  2  12.543  2.008  2.0467  2.0467
83748  5  14.175  0.273  122.0  122.0001
83749  5  5.165  3.957  122.0001  122.0001
83751  7  13.868  7.308  122.0001  122.0001
83752  7  7.093  2.466  122.0  122.0
83753  8  10.372  2.537  122.0  122.0
83754  11  12.547  1.961  122.0  122.0001
83755  6  8.859  3.104  122.0001  122.0001
83757  3  8.755  2.531  30.6361  30.6361
